source,target,weight,abs_weight,Source_names,Target_names
GAPA (OG0006112::H2_protein),RBCS (OG0002035::H1_transcript),1.0,1.0,GAPA (OG0006112::H2_protein),RBCS (OG0002035::H1_transcript)
NA,RBCS (OG0002035::H1_transcript),1.0,1.0,NA,RBCS (OG0002035::H1_transcript)
PCK1 (OG0002610::H2_protein),RBCS (OG0002035::H1_transcript),1.0,1.0,PCK1 (OG0002610::H2_protein),RBCS (OG0002035::H1_transcript)
NA,RBCS (OG0002035::H1_transcript),1.0,1.0,NA,RBCS (OG0002035::H1_transcript)
NA,RBCS (OG0002035::H1_transcript),1.0,1.0,NA,RBCS (OG0002035::H1_transcript)
Asparagine,RBCS (OG0002035::H1_transcript),1.0,1.0,Asparagine,RBCS (OG0002035::H1_transcript)
Putresceine,RBCS (OG0002035::H1_transcript),1.0,1.0,Putresceine,RBCS (OG0002035::H1_transcript)
Succinate,RBCS (OG0002035::H1_transcript),1.0,1.0,Succinate,RBCS (OG0002035::H1_transcript)
BGAL1 (OG0000198::H2_transcript),GDCST (OG0003754::H2_transcript),1.0,1.0,BGAL1 (OG0000198::H2_transcript),GDCST (OG0003754::H2_transcript)
ACO1 (OG0001386::H2_transcript),GDCST (OG0003754::H2_transcript),1.0,1.0,ACO1 (OG0001386::H2_transcript),GDCST (OG0003754::H2_transcript)
MD1 (OG0001880::H2_transcript),GDCST (OG0003754::H2_transcript),1.0,1.0,MD1 (OG0001880::H2_transcript),GDCST (OG0003754::H2_transcript)
TFIIB2 (OG0001924::H1_transcript),GDCST (OG0003754::H2_transcript),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),GDCST (OG0003754::H2_transcript)
RFS1 (OG0002029::H1_transcript),GDCST (OG0003754::H2_transcript),1.0,1.0,RFS1 (OG0002029::H1_transcript),GDCST (OG0003754::H2_transcript)
RBCS (OG0002035::H1_transcript),GDCST (OG0003754::H2_transcript),1.0,1.0,RBCS (OG0002035::H1_transcript),GDCST (OG0003754::H2_transcript)
WAXY (OG0003871::H1_transcript),GDCST (OG0003754::H2_transcript),1.0,1.0,WAXY (OG0003871::H1_transcript),GDCST (OG0003754::H2_transcript)
CTIMC (OG0003945::H1_transcript),GDCST (OG0003754::H2_transcript),1.0,1.0,CTIMC (OG0003945::H1_transcript),GDCST (OG0003754::H2_transcript)
DJ1D (OG0007013::H2_transcript),GDCST (OG0003754::H2_transcript),1.0,1.0,DJ1D (OG0007013::H2_transcript),GDCST (OG0003754::H2_transcript)
ADHIII (OG0008025::H2_transcript),GDCST (OG0003754::H2_transcript),1.0,1.0,ADHIII (OG0008025::H2_transcript),GDCST (OG0003754::H2_transcript)
NA,GDCST (OG0003754::H2_transcript),1.0,1.0,NA,GDCST (OG0003754::H2_transcript)
NA,GDCST (OG0003754::H2_transcript),1.0,1.0,NA,GDCST (OG0003754::H2_transcript)
PHO1 (OG0004814::H1_transcript),GDCST (OG0003754::H2_transcript),1.0,1.0,PHO1 (OG0004814::H1_transcript),GDCST (OG0003754::H2_transcript)
BAM1 (OG0004988::H1_transcript),GDCST (OG0003754::H2_transcript),1.0,1.0,BAM1 (OG0004988::H1_transcript),GDCST (OG0003754::H2_transcript)
PIF1 (OG0006099::H2_transcript),GDCST (OG0003754::H2_transcript),1.0,1.0,PIF1 (OG0006099::H2_transcript),GDCST (OG0003754::H2_transcript)
GWD3 (OG0007193::H1_transcript),GDCST (OG0003754::H2_transcript),1.0,1.0,GWD3 (OG0007193::H1_transcript),GDCST (OG0003754::H2_transcript)
SS2 (OG0008186::H2_transcript),GDCST (OG0003754::H2_transcript),1.0,1.0,SS2 (OG0008186::H2_transcript),GDCST (OG0003754::H2_transcript)
GAPC (OG0000484::H2_protein),GDCST (OG0003754::H2_transcript),1.0,1.0,GAPC (OG0000484::H2_protein),GDCST (OG0003754::H2_transcript)
At4g37840 (OG0001227::H2_protein),GDCST (OG0003754::H2_transcript),1.0,1.0,At4g37840 (OG0001227::H2_protein),GDCST (OG0003754::H2_transcript)
FBA1 (OG0001274::H2_protein),GDCST (OG0003754::H2_transcript),1.0,1.0,FBA1 (OG0001274::H2_protein),GDCST (OG0003754::H2_transcript)
IPMS2 (OG0002400::H1_protein),GDCST (OG0003754::H2_transcript),1.0,1.0,IPMS2 (OG0002400::H1_protein),GDCST (OG0003754::H2_transcript)
PCK1 (OG0002610::H1_protein),GDCST (OG0003754::H2_transcript),1.0,1.0,PCK1 (OG0002610::H1_protein),GDCST (OG0003754::H2_transcript)
KAT1 (OG0002639::H2_protein),GDCST (OG0003754::H2_transcript),1.0,1.0,KAT1 (OG0002639::H2_protein),GDCST (OG0003754::H2_transcript)
At3g47520 (OG0004070::H2_protein),GDCST (OG0003754::H2_transcript),1.0,1.0,At3g47520 (OG0004070::H2_protein),GDCST (OG0003754::H2_transcript)
PGI1 (OG0005360::H2_protein),GDCST (OG0003754::H2_transcript),1.0,1.0,PGI1 (OG0005360::H2_protein),GDCST (OG0003754::H2_transcript)
GAPA (OG0006112::H2_protein),GDCST (OG0003754::H2_transcript),1.0,1.0,GAPA (OG0006112::H2_protein),GDCST (OG0003754::H2_transcript)
NA,GDCST (OG0003754::H2_transcript),1.0,1.0,NA,GDCST (OG0003754::H2_transcript)
PCK1 (OG0002610::H2_protein),GDCST (OG0003754::H2_transcript),1.0,1.0,PCK1 (OG0002610::H2_protein),GDCST (OG0003754::H2_transcript)
NA,GDCST (OG0003754::H2_transcript),1.0,1.0,NA,GDCST (OG0003754::H2_transcript)
NA,GDCST (OG0003754::H2_transcript),1.0,1.0,NA,GDCST (OG0003754::H2_transcript)
Asparagine,GDCST (OG0003754::H2_transcript),1.0,1.0,Asparagine,GDCST (OG0003754::H2_transcript)
Putresceine,GDCST (OG0003754::H2_transcript),1.0,1.0,Putresceine,GDCST (OG0003754::H2_transcript)
Succinate,GDCST (OG0003754::H2_transcript),1.0,1.0,Succinate,GDCST (OG0003754::H2_transcript)
BGAL1 (OG0000198::H2_transcript),WAXY (OG0003871::H1_transcript),1.0,1.0,BGAL1 (OG0000198::H2_transcript),WAXY (OG0003871::H1_transcript)
ACO1 (OG0001386::H2_transcript),WAXY (OG0003871::H1_transcript),1.0,1.0,ACO1 (OG0001386::H2_transcript),WAXY (OG0003871::H1_transcript)
MD1 (OG0001880::H2_transcript),WAXY (OG0003871::H1_transcript),1.0,1.0,MD1 (OG0001880::H2_transcript),WAXY (OG0003871::H1_transcript)
TFIIB2 (OG0001924::H1_transcript),WAXY (OG0003871::H1_transcript),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),WAXY (OG0003871::H1_transcript)
RFS1 (OG0002029::H1_transcript),WAXY (OG0003871::H1_transcript),1.0,1.0,RFS1 (OG0002029::H1_transcript),WAXY (OG0003871::H1_transcript)
RBCS (OG0002035::H1_transcript),WAXY (OG0003871::H1_transcript),1.0,1.0,RBCS (OG0002035::H1_transcript),WAXY (OG0003871::H1_transcript)
GDCST (OG0003754::H2_transcript),WAXY (OG0003871::H1_transcript),1.0,1.0,GDCST (OG0003754::H2_transcript),WAXY (OG0003871::H1_transcript)
CTIMC (OG0003945::H1_transcript),WAXY (OG0003871::H1_transcript),1.0,1.0,CTIMC (OG0003945::H1_transcript),WAXY (OG0003871::H1_transcript)
GWD3 (OG0004784::H2_transcript),WAXY (OG0003871::H1_transcript),1.0,1.0,GWD3 (OG0004784::H2_transcript),WAXY (OG0003871::H1_transcript)
DJ1D (OG0007013::H2_transcript),WAXY (OG0003871::H1_transcript),1.0,1.0,DJ1D (OG0007013::H2_transcript),WAXY (OG0003871::H1_transcript)
ADHIII (OG0008025::H2_transcript),WAXY (OG0003871::H1_transcript),1.0,1.0,ADHIII (OG0008025::H2_transcript),WAXY (OG0003871::H1_transcript)
NA,WAXY (OG0003871::H1_transcript),1.0,1.0,NA,WAXY (OG0003871::H1_transcript)
NA,WAXY (OG0003871::H1_transcript),1.0,1.0,NA,WAXY (OG0003871::H1_transcript)
PHO1 (OG0004814::H1_transcript),WAXY (OG0003871::H1_transcript),1.0,1.0,PHO1 (OG0004814::H1_transcript),WAXY (OG0003871::H1_transcript)
BAM1 (OG0004988::H1_transcript),WAXY (OG0003871::H1_transcript),1.0,1.0,BAM1 (OG0004988::H1_transcript),WAXY (OG0003871::H1_transcript)
PIF1 (OG0006099::H2_transcript),WAXY (OG0003871::H1_transcript),1.0,1.0,PIF1 (OG0006099::H2_transcript),WAXY (OG0003871::H1_transcript)
GWD3 (OG0007193::H1_transcript),WAXY (OG0003871::H1_transcript),1.0,1.0,GWD3 (OG0007193::H1_transcript),WAXY (OG0003871::H1_transcript)
SS2 (OG0008186::H2_transcript),WAXY (OG0003871::H1_transcript),1.0,1.0,SS2 (OG0008186::H2_transcript),WAXY (OG0003871::H1_transcript)
GAPC (OG0000484::H2_protein),WAXY (OG0003871::H1_transcript),1.0,1.0,GAPC (OG0000484::H2_protein),WAXY (OG0003871::H1_transcript)
IPMS2 (OG0002400::H1_protein),WAXY (OG0003871::H1_transcript),1.0,1.0,IPMS2 (OG0002400::H1_protein),WAXY (OG0003871::H1_transcript)
PCK1 (OG0002610::H1_protein),WAXY (OG0003871::H1_transcript),1.0,1.0,PCK1 (OG0002610::H1_protein),WAXY (OG0003871::H1_transcript)
KAT1 (OG0002639::H2_protein),WAXY (OG0003871::H1_transcript),1.0,1.0,KAT1 (OG0002639::H2_protein),WAXY (OG0003871::H1_transcript)
At3g47520 (OG0004070::H2_protein),WAXY (OG0003871::H1_transcript),1.0,1.0,At3g47520 (OG0004070::H2_protein),WAXY (OG0003871::H1_transcript)
PGI1 (OG0005360::H2_protein),WAXY (OG0003871::H1_transcript),1.0,1.0,PGI1 (OG0005360::H2_protein),WAXY (OG0003871::H1_transcript)
GAPA (OG0006112::H2_protein),WAXY (OG0003871::H1_transcript),1.0,1.0,GAPA (OG0006112::H2_protein),WAXY (OG0003871::H1_transcript)
NA,WAXY (OG0003871::H1_transcript),1.0,1.0,NA,WAXY (OG0003871::H1_transcript)
PCK1 (OG0002610::H2_protein),WAXY (OG0003871::H1_transcript),1.0,1.0,PCK1 (OG0002610::H2_protein),WAXY (OG0003871::H1_transcript)
NA,WAXY (OG0003871::H1_transcript),1.0,1.0,NA,WAXY (OG0003871::H1_transcript)
NA,WAXY (OG0003871::H1_transcript),1.0,1.0,NA,WAXY (OG0003871::H1_transcript)
Asparagine,WAXY (OG0003871::H1_transcript),1.0,1.0,Asparagine,WAXY (OG0003871::H1_transcript)
Putresceine,WAXY (OG0003871::H1_transcript),1.0,1.0,Putresceine,WAXY (OG0003871::H1_transcript)
Succinate,WAXY (OG0003871::H1_transcript),1.0,1.0,Succinate,WAXY (OG0003871::H1_transcript)
BGAL1 (OG0000198::H2_transcript),CTIMC (OG0003945::H1_transcript),1.0,1.0,BGAL1 (OG0000198::H2_transcript),CTIMC (OG0003945::H1_transcript)
ACO1 (OG0001386::H2_transcript),CTIMC (OG0003945::H1_transcript),1.0,1.0,ACO1 (OG0001386::H2_transcript),CTIMC (OG0003945::H1_transcript)
MD1 (OG0001880::H2_transcript),CTIMC (OG0003945::H1_transcript),1.0,1.0,MD1 (OG0001880::H2_transcript),CTIMC (OG0003945::H1_transcript)
TFIIB2 (OG0001924::H1_transcript),CTIMC (OG0003945::H1_transcript),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),CTIMC (OG0003945::H1_transcript)
RFS1 (OG0002029::H1_transcript),CTIMC (OG0003945::H1_transcript),1.0,1.0,RFS1 (OG0002029::H1_transcript),CTIMC (OG0003945::H1_transcript)
RBCS (OG0002035::H1_transcript),CTIMC (OG0003945::H1_transcript),1.0,1.0,RBCS (OG0002035::H1_transcript),CTIMC (OG0003945::H1_transcript)
GDCST (OG0003754::H2_transcript),CTIMC (OG0003945::H1_transcript),1.0,1.0,GDCST (OG0003754::H2_transcript),CTIMC (OG0003945::H1_transcript)
WAXY (OG0003871::H1_transcript),CTIMC (OG0003945::H1_transcript),1.0,1.0,WAXY (OG0003871::H1_transcript),CTIMC (OG0003945::H1_transcript)
GWD3 (OG0004784::H2_transcript),CTIMC (OG0003945::H1_transcript),1.0,1.0,GWD3 (OG0004784::H2_transcript),CTIMC (OG0003945::H1_transcript)
DJ1D (OG0007013::H2_transcript),CTIMC (OG0003945::H1_transcript),1.0,1.0,DJ1D (OG0007013::H2_transcript),CTIMC (OG0003945::H1_transcript)
ADHIII (OG0008025::H2_transcript),CTIMC (OG0003945::H1_transcript),1.0,1.0,ADHIII (OG0008025::H2_transcript),CTIMC (OG0003945::H1_transcript)
SBEII (OG0009698::H2_transcript),CTIMC (OG0003945::H1_transcript),1.0,1.0,SBEII (OG0009698::H2_transcript),CTIMC (OG0003945::H1_transcript)
NA,CTIMC (OG0003945::H1_transcript),1.0,1.0,NA,CTIMC (OG0003945::H1_transcript)
NA,CTIMC (OG0003945::H1_transcript),1.0,1.0,NA,CTIMC (OG0003945::H1_transcript)
PHO1 (OG0004814::H1_transcript),CTIMC (OG0003945::H1_transcript),1.0,1.0,PHO1 (OG0004814::H1_transcript),CTIMC (OG0003945::H1_transcript)
BAM1 (OG0004988::H1_transcript),CTIMC (OG0003945::H1_transcript),1.0,1.0,BAM1 (OG0004988::H1_transcript),CTIMC (OG0003945::H1_transcript)
PIF1 (OG0006099::H2_transcript),CTIMC (OG0003945::H1_transcript),1.0,1.0,PIF1 (OG0006099::H2_transcript),CTIMC (OG0003945::H1_transcript)
GWD3 (OG0007193::H1_transcript),CTIMC (OG0003945::H1_transcript),1.0,1.0,GWD3 (OG0007193::H1_transcript),CTIMC (OG0003945::H1_transcript)
SS2 (OG0008186::H2_transcript),CTIMC (OG0003945::H1_transcript),1.0,1.0,SS2 (OG0008186::H2_transcript),CTIMC (OG0003945::H1_transcript)
GAPC (OG0000484::H1_protein),CTIMC (OG0003945::H1_transcript),1.0,1.0,GAPC (OG0000484::H1_protein),CTIMC (OG0003945::H1_transcript)
GAPC (OG0000484::H2_protein),CTIMC (OG0003945::H1_transcript),1.0,1.0,GAPC (OG0000484::H2_protein),CTIMC (OG0003945::H1_transcript)
At4g37840 (OG0001227::H2_protein),CTIMC (OG0003945::H1_transcript),1.0,1.0,At4g37840 (OG0001227::H2_protein),CTIMC (OG0003945::H1_transcript)
FBA1 (OG0001274::H2_protein),CTIMC (OG0003945::H1_transcript),1.0,1.0,FBA1 (OG0001274::H2_protein),CTIMC (OG0003945::H1_transcript)
IPMS2 (OG0002400::H1_protein),CTIMC (OG0003945::H1_transcript),1.0,1.0,IPMS2 (OG0002400::H1_protein),CTIMC (OG0003945::H1_transcript)
PCK1 (OG0002610::H1_protein),CTIMC (OG0003945::H1_transcript),1.0,1.0,PCK1 (OG0002610::H1_protein),CTIMC (OG0003945::H1_transcript)
KAT1 (OG0002639::H2_protein),CTIMC (OG0003945::H1_transcript),1.0,1.0,KAT1 (OG0002639::H2_protein),CTIMC (OG0003945::H1_transcript)
ASP3 (OG0002883::H2_protein),CTIMC (OG0003945::H1_transcript),1.0,1.0,ASP3 (OG0002883::H2_protein),CTIMC (OG0003945::H1_transcript)
At3g47520 (OG0004070::H2_protein),CTIMC (OG0003945::H1_transcript),1.0,1.0,At3g47520 (OG0004070::H2_protein),CTIMC (OG0003945::H1_transcript)
PGI1 (OG0005360::H2_protein),CTIMC (OG0003945::H1_transcript),1.0,1.0,PGI1 (OG0005360::H2_protein),CTIMC (OG0003945::H1_transcript)
GAPA (OG0006112::H2_protein),CTIMC (OG0003945::H1_transcript),1.0,1.0,GAPA (OG0006112::H2_protein),CTIMC (OG0003945::H1_transcript)
NA,CTIMC (OG0003945::H1_transcript),1.0,1.0,NA,CTIMC (OG0003945::H1_transcript)
PCK1 (OG0002610::H2_protein),CTIMC (OG0003945::H1_transcript),1.0,1.0,PCK1 (OG0002610::H2_protein),CTIMC (OG0003945::H1_transcript)
NA,CTIMC (OG0003945::H1_transcript),1.0,1.0,NA,CTIMC (OG0003945::H1_transcript)
NA,CTIMC (OG0003945::H1_transcript),1.0,1.0,NA,CTIMC (OG0003945::H1_transcript)
Asparagine,CTIMC (OG0003945::H1_transcript),1.0,1.0,Asparagine,CTIMC (OG0003945::H1_transcript)
Putresceine,CTIMC (OG0003945::H1_transcript),1.0,1.0,Putresceine,CTIMC (OG0003945::H1_transcript)
Succinate,CTIMC (OG0003945::H1_transcript),1.0,1.0,Succinate,CTIMC (OG0003945::H1_transcript)
MD1 (OG0001880::H2_transcript),GWD3 (OG0004784::H2_transcript),1.0,1.0,MD1 (OG0001880::H2_transcript),GWD3 (OG0004784::H2_transcript)
RBCS (OG0002035::H1_transcript),GWD3 (OG0004784::H2_transcript),1.0,1.0,RBCS (OG0002035::H1_transcript),GWD3 (OG0004784::H2_transcript)
WAXY (OG0003871::H1_transcript),GWD3 (OG0004784::H2_transcript),1.0,1.0,WAXY (OG0003871::H1_transcript),GWD3 (OG0004784::H2_transcript)
CTIMC (OG0003945::H1_transcript),GWD3 (OG0004784::H2_transcript),1.0,1.0,CTIMC (OG0003945::H1_transcript),GWD3 (OG0004784::H2_transcript)
SS2 (OG0008186::H2_transcript),GWD3 (OG0004784::H2_transcript),1.0,1.0,SS2 (OG0008186::H2_transcript),GWD3 (OG0004784::H2_transcript)
IPMS2 (OG0002400::H1_protein),GWD3 (OG0004784::H2_transcript),1.0,1.0,IPMS2 (OG0002400::H1_protein),GWD3 (OG0004784::H2_transcript)
NA,GWD3 (OG0004784::H2_transcript),1.0,1.0,NA,GWD3 (OG0004784::H2_transcript)
PCK1 (OG0002610::H2_protein),GWD3 (OG0004784::H2_transcript),1.0,1.0,PCK1 (OG0002610::H2_protein),GWD3 (OG0004784::H2_transcript)
Putresceine,GWD3 (OG0004784::H2_transcript),1.0,1.0,Putresceine,GWD3 (OG0004784::H2_transcript)
Succinate,GWD3 (OG0004784::H2_transcript),1.0,1.0,Succinate,GWD3 (OG0004784::H2_transcript)
BGAL1 (OG0000198::H2_transcript),DJ1D (OG0007013::H2_transcript),1.0,1.0,BGAL1 (OG0000198::H2_transcript),DJ1D (OG0007013::H2_transcript)
ACO1 (OG0001386::H2_transcript),DJ1D (OG0007013::H2_transcript),1.0,1.0,ACO1 (OG0001386::H2_transcript),DJ1D (OG0007013::H2_transcript)
MD1 (OG0001880::H2_transcript),DJ1D (OG0007013::H2_transcript),1.0,1.0,MD1 (OG0001880::H2_transcript),DJ1D (OG0007013::H2_transcript)
TFIIB2 (OG0001924::H1_transcript),DJ1D (OG0007013::H2_transcript),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),DJ1D (OG0007013::H2_transcript)
RFS1 (OG0002029::H1_transcript),DJ1D (OG0007013::H2_transcript),1.0,1.0,RFS1 (OG0002029::H1_transcript),DJ1D (OG0007013::H2_transcript)
RBCS (OG0002035::H1_transcript),DJ1D (OG0007013::H2_transcript),1.0,1.0,RBCS (OG0002035::H1_transcript),DJ1D (OG0007013::H2_transcript)
GDCST (OG0003754::H2_transcript),DJ1D (OG0007013::H2_transcript),1.0,1.0,GDCST (OG0003754::H2_transcript),DJ1D (OG0007013::H2_transcript)
WAXY (OG0003871::H1_transcript),DJ1D (OG0007013::H2_transcript),1.0,1.0,WAXY (OG0003871::H1_transcript),DJ1D (OG0007013::H2_transcript)
CTIMC (OG0003945::H1_transcript),DJ1D (OG0007013::H2_transcript),1.0,1.0,CTIMC (OG0003945::H1_transcript),DJ1D (OG0007013::H2_transcript)
ADHIII (OG0008025::H2_transcript),DJ1D (OG0007013::H2_transcript),1.0,1.0,ADHIII (OG0008025::H2_transcript),DJ1D (OG0007013::H2_transcript)
NA,DJ1D (OG0007013::H2_transcript),1.0,1.0,NA,DJ1D (OG0007013::H2_transcript)
NA,DJ1D (OG0007013::H2_transcript),1.0,1.0,NA,DJ1D (OG0007013::H2_transcript)
PHO1 (OG0004814::H1_transcript),DJ1D (OG0007013::H2_transcript),1.0,1.0,PHO1 (OG0004814::H1_transcript),DJ1D (OG0007013::H2_transcript)
BAM1 (OG0004988::H1_transcript),DJ1D (OG0007013::H2_transcript),1.0,1.0,BAM1 (OG0004988::H1_transcript),DJ1D (OG0007013::H2_transcript)
PIF1 (OG0006099::H2_transcript),DJ1D (OG0007013::H2_transcript),1.0,1.0,PIF1 (OG0006099::H2_transcript),DJ1D (OG0007013::H2_transcript)
GWD3 (OG0007193::H1_transcript),DJ1D (OG0007013::H2_transcript),1.0,1.0,GWD3 (OG0007193::H1_transcript),DJ1D (OG0007013::H2_transcript)
SS2 (OG0008186::H2_transcript),DJ1D (OG0007013::H2_transcript),1.0,1.0,SS2 (OG0008186::H2_transcript),DJ1D (OG0007013::H2_transcript)
GAPC (OG0000484::H2_protein),DJ1D (OG0007013::H2_transcript),1.0,1.0,GAPC (OG0000484::H2_protein),DJ1D (OG0007013::H2_transcript)
IPMS2 (OG0002400::H1_protein),DJ1D (OG0007013::H2_transcript),1.0,1.0,IPMS2 (OG0002400::H1_protein),DJ1D (OG0007013::H2_transcript)
PCK1 (OG0002610::H1_protein),DJ1D (OG0007013::H2_transcript),1.0,1.0,PCK1 (OG0002610::H1_protein),DJ1D (OG0007013::H2_transcript)
KAT1 (OG0002639::H2_protein),DJ1D (OG0007013::H2_transcript),1.0,1.0,KAT1 (OG0002639::H2_protein),DJ1D (OG0007013::H2_transcript)
At3g47520 (OG0004070::H2_protein),DJ1D (OG0007013::H2_transcript),1.0,1.0,At3g47520 (OG0004070::H2_protein),DJ1D (OG0007013::H2_transcript)
PGI1 (OG0005360::H2_protein),DJ1D (OG0007013::H2_transcript),1.0,1.0,PGI1 (OG0005360::H2_protein),DJ1D (OG0007013::H2_transcript)
GAPA (OG0006112::H2_protein),DJ1D (OG0007013::H2_transcript),1.0,1.0,GAPA (OG0006112::H2_protein),DJ1D (OG0007013::H2_transcript)
NA,DJ1D (OG0007013::H2_transcript),1.0,1.0,NA,DJ1D (OG0007013::H2_transcript)
PCK1 (OG0002610::H2_protein),DJ1D (OG0007013::H2_transcript),1.0,1.0,PCK1 (OG0002610::H2_protein),DJ1D (OG0007013::H2_transcript)
NA,DJ1D (OG0007013::H2_transcript),1.0,1.0,NA,DJ1D (OG0007013::H2_transcript)
NA,DJ1D (OG0007013::H2_transcript),1.0,1.0,NA,DJ1D (OG0007013::H2_transcript)
Asparagine,DJ1D (OG0007013::H2_transcript),1.0,1.0,Asparagine,DJ1D (OG0007013::H2_transcript)
Putresceine,DJ1D (OG0007013::H2_transcript),1.0,1.0,Putresceine,DJ1D (OG0007013::H2_transcript)
Succinate,DJ1D (OG0007013::H2_transcript),1.0,1.0,Succinate,DJ1D (OG0007013::H2_transcript)
MD1 (OG0001880::H2_transcript),ADHIII (OG0008025::H2_transcript),1.0,1.0,MD1 (OG0001880::H2_transcript),ADHIII (OG0008025::H2_transcript)
TFIIB2 (OG0001924::H1_transcript),ADHIII (OG0008025::H2_transcript),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),ADHIII (OG0008025::H2_transcript)
RFS1 (OG0002029::H1_transcript),ADHIII (OG0008025::H2_transcript),1.0,1.0,RFS1 (OG0002029::H1_transcript),ADHIII (OG0008025::H2_transcript)
RBCS (OG0002035::H1_transcript),ADHIII (OG0008025::H2_transcript),1.0,1.0,RBCS (OG0002035::H1_transcript),ADHIII (OG0008025::H2_transcript)
GDCST (OG0003754::H2_transcript),ADHIII (OG0008025::H2_transcript),1.0,1.0,GDCST (OG0003754::H2_transcript),ADHIII (OG0008025::H2_transcript)
WAXY (OG0003871::H1_transcript),ADHIII (OG0008025::H2_transcript),1.0,1.0,WAXY (OG0003871::H1_transcript),ADHIII (OG0008025::H2_transcript)
CTIMC (OG0003945::H1_transcript),ADHIII (OG0008025::H2_transcript),1.0,1.0,CTIMC (OG0003945::H1_transcript),ADHIII (OG0008025::H2_transcript)
DJ1D (OG0007013::H2_transcript),ADHIII (OG0008025::H2_transcript),1.0,1.0,DJ1D (OG0007013::H2_transcript),ADHIII (OG0008025::H2_transcript)
NA,ADHIII (OG0008025::H2_transcript),1.0,1.0,NA,ADHIII (OG0008025::H2_transcript)
NA,ADHIII (OG0008025::H2_transcript),1.0,1.0,NA,ADHIII (OG0008025::H2_transcript)
BAM1 (OG0004988::H1_transcript),ADHIII (OG0008025::H2_transcript),1.0,1.0,BAM1 (OG0004988::H1_transcript),ADHIII (OG0008025::H2_transcript)
SS2 (OG0008186::H2_transcript),ADHIII (OG0008025::H2_transcript),1.0,1.0,SS2 (OG0008186::H2_transcript),ADHIII (OG0008025::H2_transcript)
GAPC (OG0000484::H2_protein),ADHIII (OG0008025::H2_transcript),1.0,1.0,GAPC (OG0000484::H2_protein),ADHIII (OG0008025::H2_transcript)
IPMS2 (OG0002400::H1_protein),ADHIII (OG0008025::H2_transcript),1.0,1.0,IPMS2 (OG0002400::H1_protein),ADHIII (OG0008025::H2_transcript)
PCK1 (OG0002610::H1_protein),ADHIII (OG0008025::H2_transcript),1.0,1.0,PCK1 (OG0002610::H1_protein),ADHIII (OG0008025::H2_transcript)
KAT1 (OG0002639::H2_protein),ADHIII (OG0008025::H2_transcript),1.0,1.0,KAT1 (OG0002639::H2_protein),ADHIII (OG0008025::H2_transcript)
PGI1 (OG0005360::H2_protein),ADHIII (OG0008025::H2_transcript),1.0,1.0,PGI1 (OG0005360::H2_protein),ADHIII (OG0008025::H2_transcript)
GAPA (OG0006112::H2_protein),ADHIII (OG0008025::H2_transcript),1.0,1.0,GAPA (OG0006112::H2_protein),ADHIII (OG0008025::H2_transcript)
NA,ADHIII (OG0008025::H2_transcript),1.0,1.0,NA,ADHIII (OG0008025::H2_transcript)
PCK1 (OG0002610::H2_protein),ADHIII (OG0008025::H2_transcript),1.0,1.0,PCK1 (OG0002610::H2_protein),ADHIII (OG0008025::H2_transcript)
NA,ADHIII (OG0008025::H2_transcript),1.0,1.0,NA,ADHIII (OG0008025::H2_transcript)
NA,ADHIII (OG0008025::H2_transcript),1.0,1.0,NA,ADHIII (OG0008025::H2_transcript)
Asparagine,ADHIII (OG0008025::H2_transcript),1.0,1.0,Asparagine,ADHIII (OG0008025::H2_transcript)
Putresceine,ADHIII (OG0008025::H2_transcript),1.0,1.0,Putresceine,ADHIII (OG0008025::H2_transcript)
Succinate,ADHIII (OG0008025::H2_transcript),1.0,1.0,Succinate,ADHIII (OG0008025::H2_transcript)
MD1 (OG0001880::H2_transcript),SBEII (OG0009698::H2_transcript),1.0,1.0,MD1 (OG0001880::H2_transcript),SBEII (OG0009698::H2_transcript)
TFIIB2 (OG0001924::H1_transcript),SBEII (OG0009698::H2_transcript),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),SBEII (OG0009698::H2_transcript)
RFS1 (OG0002029::H1_transcript),SBEII (OG0009698::H2_transcript),1.0,1.0,RFS1 (OG0002029::H1_transcript),SBEII (OG0009698::H2_transcript)
CTIMC (OG0003945::H1_transcript),SBEII (OG0009698::H2_transcript),1.0,1.0,CTIMC (OG0003945::H1_transcript),SBEII (OG0009698::H2_transcript)
GAPC (OG0000484::H2_protein),SBEII (OG0009698::H2_transcript),1.0,1.0,GAPC (OG0000484::H2_protein),SBEII (OG0009698::H2_transcript)
PCK1 (OG0002610::H1_protein),SBEII (OG0009698::H2_transcript),1.0,1.0,PCK1 (OG0002610::H1_protein),SBEII (OG0009698::H2_transcript)
NA,SBEII (OG0009698::H2_transcript),1.0,1.0,NA,SBEII (OG0009698::H2_transcript)
PCK1 (OG0002610::H2_protein),SBEII (OG0009698::H2_transcript),1.0,1.0,PCK1 (OG0002610::H2_protein),SBEII (OG0009698::H2_transcript)
NA,SBEII (OG0009698::H2_transcript),1.0,1.0,NA,SBEII (OG0009698::H2_transcript)
NA,SBEII (OG0009698::H2_transcript),1.0,1.0,NA,SBEII (OG0009698::H2_transcript)
